season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,disciplinary__fouls_committed,disciplinary__fouls_suffered,disciplinary__yellow_cards,disciplinary__red_cards,disciplinary__matches_appearance
2024,52919,MCI,Man City,Man City,England,Inglaterra,74,125,10.0,0.0,10
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,73,48,14.0,0.0,6
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,72,71,15.0,0.0,6
2024,50058,MIL,Milan,Milan,Italy,Italia,71,74,17.0,0.0,6
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,71,55,15.0,0.0,6
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,67,80,11.0,0.0,6
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,65,57,13.0,2.0,6
2024,52336,BRA,Braga,Braga,Portugal,Portugal,62,66,11.0,1.0,6
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,59,43,15.0,2.0,6
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,51,71,16.0,3.0,6
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,49,75,10.0,2.0,6
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,171,130,24.0,0.0,14
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,162,149,38.0,2.0,14
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,157,135,28.0,0.0,14
2025,52747,PSG,Paris,Paris,France,Francia,155,171,19.0,1.0,17
2025,50138,INT,Inter,Inter,Italy,Italia,144,169,36.0,0.0,15
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,135,127,22.0,1.0,14
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,130,104,28.0,1.0,12
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,126,117,24.0,1.0,12
2025,50080,BAR,Barcelona,Barcelona,Spain,España,125,161,16.0,2.0,14
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,123,125,20.0,0.0,12
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,120,108,18.0,2.0,12
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,119,83,27.0,2.0,10
2025,50023,MON,Monaco,Monaco,France,Francia,118,124,23.0,3.0,10
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,116,76,24.0,0.0,8
2025,52969,BOL,Bologna,Bologna,Italy,Italia,115,104,30.0,0.0,8
2025,2602798,GIR,Girona,Girona,Spain,España,115,94,25.0,1.0,8
2025,50139,JUV,Juventus,Juventus,Italy,Italia,115,88,15.0,2.0,10
2025,2601306,BRE,Brest,Brest,France,Francia,113,116,21.0,0.0,10
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,108,82,19.0,1.0,10
2025,50058,MIL,Milan,Milan,Italy,Italia,107,113,31.0,2.0,10
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,105,146,17.0,0.0,10
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,105,86,19.0,1.0,8
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,104,98,19.0,2.0,12
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,103,91,20.0,1.0,10
2025,50124,ATM,Atleti,Atleti,Spain,España,102,97,19.0,1.0,10
2025,75797,LIL,Lille,Lille,France,Francia,100,107,23.0,2.0,10
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,93,78,10.0,1.0,10
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,92,81,18.0,1.0,8
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,91,96,13.0,0.0,8
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,89,70,16.0,0.0,8
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,85,72,16.0,1.0,8
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,84,80,23.0,1.0,8
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,82,55,13.0,0.0,8
2025,52919,MCI,Man City,Man City,England,Inglaterra,79,71,12.0,0.0,10
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,78,106,16.0,0.0,8
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,72,102,17.0,1.0,8
