season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,goalkeeping__saves,goalkeeping__goals_conceded,goalkeeping__own_goal_conceded,goalkeeping__saves_on_penalty,goalkeeping__clean_sheet,goalkeeping__punches,goalkeeping__matches_appearance
2022,69606,SHE,Sheriff,Sheriff,Moldova,Moldavia,35.0,11,0.0,0.0,1.0,3.0,6
2022,50152,MAL,Malmö,Malmö,Sweden,Suecia,32.0,14,0.0,1.0,0.0,4.0,6
2022,52747,PSG,Paris,Paris,France,Francia,29.0,11,0.0,1.0,2.0,12.0,8
2022,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,28.0,20,0.0,0.0,0.0,1.0,6
2022,50124,ATM,Atleti,Atleti,Spain,España,26.0,10,0.0,0.0,3.0,2.0,10
2022,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,24.0,19,0.0,0.0,0.0,0.0,6
2022,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,24.0,12,1.0,0.0,1.0,4.0,6
2022,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,23.0,10,0.0,0.0,1.0,2.0,6
2022,52682,MUN,Man Utd,Man Utd,England,Inglaterra,22.0,10,0.0,0.0,1.0,1.0,8
2022,50058,MIL,Milan,Milan,Italy,Italia,22.0,9,1.0,1.0,1.0,3.0,6
2022,52816,ATA,Atalanta,Atalanta,Italy,Italia,21.0,13,0.0,0.0,1.0,1.0,6
2022,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,21.0,12,0.0,0.0,0.0,2.0,6
2022,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,20.0,17,0.0,0.0,2.0,8.0,8
2022,52919,MCI,Man City,Man City,England,Inglaterra,18.0,16,1.0,0.0,4.0,2.0,12
2022,50064,POR,Porto,Porto,Portugal,Portugal,18.0,11,1.0,0.0,2.0,2.0,6
2022,50037,BAY,Bayern München,Bayern München,Germany,Alemania,18.0,7,0.0,0.0,4.0,3.0,10
2022,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,17.0,11,0.0,0.0,1.0,6.0,6
2022,52826,ZEN,Zenit,Zenit,Russia,Rusia,17.0,10,0.0,0.0,1.0,10.0,6
2022,75797,LIL,Lille,Lille,France,Francia,17.0,8,0.0,0.0,3.0,1.0,8
2022,50030,SAL,Salzburg,Salzburg,Austria,Austria,16.0,14,0.0,0.0,1.0,3.0,8
2022,50139,JUV,Juventus,Juventus,Italy,Italia,16.0,10,1.0,0.0,4.0,3.0,8
2022,50080,BAR,Barcelona,Barcelona,Spain,España,16.0,9,0.0,0.0,3.0,2.0,6
2022,7889,LIV,Liverpool,Liverpool,England,Inglaterra,15.0,14,0.0,0.0,4.0,3.0,13
2022,50143,AJX,Ajax,Ajax,Netherlands,Holanda,15.0,8,1.0,0.0,2.0,2.0,8
2022,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,14.0,14,1.0,0.0,1.0,0.0,6
2022,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,14.0,11,1.0,1.0,2.0,1.0,6
2022,52714,SEV,Sevilla,Sevilla,Spain,España,14.0,5,0.0,0.0,2.0,1.0,6
2022,52914,CHE,Chelsea,Chelsea,England,Inglaterra,13.0,10,0.0,0.0,5.0,2.0,10
2022,50138,INT,Inter,Inter,Italy,Italia,12.0,7,0.0,0.0,3.0,5.0,8
2023,50138,INT,Inter,Inter,Italy,Italia,48.0,11,1.0,0.0,8.0,6.0,13
2023,50051,RMA,Real Madrid,Real Madrid,Spain,España,45.0,13,0.0,1.0,5.0,8.0,12
2023,50058,MIL,Milan,Milan,Italy,Italia,41.0,11,0.0,1.0,5.0,6.0,12
2023,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,35.0,11,0.0,0.0,5.0,5.0,8
2023,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,32.0,24,0.0,0.0,0.0,2.0,6
2023,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,31.0,10,2.0,0.0,0.0,10.0,6
2023,50064,POR,Porto,Porto,Portugal,Portugal,31.0,8,1.0,3.0,4.0,4.0,8
2023,50037,BAY,Bayern München,Bayern München,Germany,Alemania,31.0,6,0.0,0.0,7.0,3.0,10
2023,52919,MCI,Man City,Man City,England,Inglaterra,31.0,5,0.0,0.0,8.0,3.0,13
2023,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,30.0,7,0.0,1.0,3.0,4.0,8
2023,50121,RAN,Rangers,Rangers,Scotland,Escocia,29.0,22,0.0,1.0,0.0,0.0,6
2023,50072,FRA,Frankfurt,Frankfurt,Germany,Alemania,29.0,13,0.0,1.0,2.0,7.0,8
2023,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,27.0,12,1.0,1.0,2.0,0.0,6
2023,52914,CHE,Chelsea,Chelsea,England,Inglaterra,27.0,9,0.0,0.0,3.0,5.0,10
2023,52747,PSG,Paris,Paris,France,Francia,26.0,10,1.0,0.0,0.0,3.0,8
2023,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,25.0,11,1.0,0.0,1.0,2.0,6
2023,50136,NAP,Napoli,Napoli,Italy,Italia,23.0,8,0.0,1.0,4.0,11.0,10
2023,1652,TOT,Tottenham,Tottenham,England,Inglaterra,23.0,7,0.0,0.0,3.0,3.0,8
2023,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,22.0,17,0.0,0.0,2.0,3.0,8
2023,50143,AJX,Ajax,Ajax,Netherlands,Holanda,22.0,16,0.0,0.0,1.0,1.0,6
2023,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,22.0,9,0.0,0.0,2.0,2.0,6
2023,50030,SAL,Salzburg,Salzburg,Austria,Austria,22.0,9,0.0,0.0,1.0,3.0,6
2023,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,21.0,21,1.0,0.0,1.0,2.0,6
2023,50139,JUV,Juventus,Juventus,Italy,Italia,20.0,13,0.0,0.0,0.0,1.0,6
2023,50147,BEN,Benfica,Benfica,Portugal,Portugal,19.0,13,0.0,0.0,2.0,6.0,10
2023,50080,BAR,Barcelona,Barcelona,Spain,España,19.0,12,0.0,0.0,0.0,2.0,6
2023,50124,ATM,Atleti,Atleti,Spain,España,19.0,9,0.0,0.0,1.0,0.0,6
2023,52714,SEV,Sevilla,Sevilla,Spain,España,18.0,12,0.0,0.0,2.0,4.0,6
2023,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,18.0,8,0.0,1.0,2.0,0.0,6
2023,7889,LIV,Liverpool,Liverpool,England,Inglaterra,17.0,12,0.0,1.0,3.0,0.0,8
2023,50050,CEL,Celtic,Celtic,Scotland,Escocia,16.0,15,0.0,0.0,0.0,0.0,6
2023,52748,MAR,Marseille,Marseille,France,Francia,12.0,8,0.0,0.0,1.0,4.0,6
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,51.0,15,0.0,1.0,4.0,7.0,13
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,49.0,11,1.0,1.0,6.0,7.0,13
2024,50124,ATM,Atleti,Atleti,Spain,España,40.0,13,1.0,0.0,2.0,4.0,10
2024,52747,PSG,Paris,Paris,France,Francia,37.0,15,0.0,0.0,3.0,6.0,12
2024,50136,NAP,Napoli,Napoli,Italy,Italia,32.0,13,1.0,0.0,2.0,5.0,8
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,31.0,15,1.0,0.0,0.0,4.0,6
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,31.0,13,0.0,0.0,1.0,6.0,6
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,30.0,14,0.0,0.0,2.0,6.0,8
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,29.0,13,0.0,0.0,4.0,5.0,12
2024,50080,BAR,Barcelona,Barcelona,Spain,España,28.0,14,0.0,0.0,2.0,2.0,10
2024,50138,INT,Inter,Inter,Italy,Italia,28.0,7,0.0,0.0,4.0,3.0,8
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,27.0,8,0.0,0.0,2.0,1.0,6
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,26.0,7,0.0,0.0,1.0,3.0,6
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,24.0,15,0.0,2.0,0.0,7.0,6
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,24.0,11,0.0,0.0,0.0,5.0,6
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,22.0,12,0.0,0.0,2.0,6.0,6
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,22.0,10,0.0,0.0,3.0,4.0,8
2024,52336,BRA,Braga,Braga,Portugal,Portugal,21.0,12,2.0,0.0,0.0,2.0,6
2024,52277,LEN,Lens,Lens,France,Francia,21.0,11,0.0,0.0,0.0,2.0,6
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,20.0,17,1.0,0.0,0.0,1.0,6
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,20.0,15,0.0,1.0,1.0,4.0,6
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,20.0,13,0.0,0.0,1.0,2.0,8
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,20.0,12,1.0,0.0,0.0,4.0,8
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,20.0,10,0.0,1.0,0.0,7.0,6
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,20.0,6,0.0,0.0,4.0,4.0,8
2024,50064,POR,Porto,Porto,Portugal,Portugal,19.0,9,1.0,0.0,2.0,5.0,8
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,19.0,8,0.0,0.0,4.0,2.0,10
2024,50058,MIL,Milan,Milan,Italy,Italia,19.0,8,0.0,0.0,2.0,6.0,6
2024,52714,SEV,Sevilla,Sevilla,Spain,España,16.0,12,1.0,0.0,0.0,8.0,6
2024,52919,MCI,Man City,Man City,England,Inglaterra,15.0,13,1.0,0.0,1.0,2.0,10
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,13.0,13,0.0,0.0,0.0,3.0,6
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,13.0,10,2.0,0.0,1.0,2.0,6
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,60.0,22,0.0,1.0,1.0,5.0,14
2025,50138,INT,Inter,Inter,Italy,Italia,59.0,16,1.0,0.0,8.0,20.0,15
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,50.0,12,0.0,0.0,5.0,3.0,12
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,49.0,26,4.0,2.0,2.0,10.0,12
2025,52747,PSG,Paris,Paris,France,Francia,46.0,15,1.0,0.0,7.0,19.0,17
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,43.0,24,0.0,0.0,1.0,4.0,12
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,42.0,19,1.0,0.0,5.0,2.0,14
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,41.0,21,1.0,0.0,1.0,13.0,8
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,41.0,19,0.0,0.0,4.0,9.0,12
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,41.0,17,1.0,0.0,3.0,6.0,10
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,40.0,27,0.0,1.0,0.0,9.0,8
2025,50058,MIL,Milan,Milan,Italy,Italia,39.0,13,0.0,0.0,1.0,4.0,10
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,39.0,6,0.0,1.0,6.0,6.0,10
2025,50139,JUV,Juventus,Juventus,Italy,Italia,38.0,11,0.0,1.0,3.0,3.0,10
2025,50080,BAR,Barcelona,Barcelona,Spain,España,37.0,24,1.0,0.0,4.0,13.0,14
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,37.0,16,1.0,1.0,2.0,7.0,8
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,36.0,19,2.0,1.0,3.0,4.0,12
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,36.0,15,1.0,1.0,3.0,5.0,10
2025,2602798,GIR,Girona,Girona,Spain,España,35.0,13,4.0,2.0,1.0,5.0,8
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,34.0,10,0.0,0.0,6.0,5.0,14
2025,50023,MON,Monaco,Monaco,France,Francia,32.0,17,0.0,0.0,2.0,4.0,10
2025,50124,ATM,Atleti,Atleti,Spain,España,32.0,14,0.0,0.0,2.0,2.0,10
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,31.0,24,2.0,2.0,0.0,5.0,8
2025,75797,LIL,Lille,Lille,France,Francia,31.0,13,0.0,0.0,1.0,2.0,10
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,30.0,27,0.0,0.0,0.0,5.0,8
2025,2601306,BRE,Brest,Brest,France,Francia,30.0,21,1.0,0.0,2.0,8.0,10
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,30.0,14,0.0,0.0,2.0,9.0,8
2025,52969,BOL,Bologna,Bologna,Italy,Italia,28.0,9,0.0,1.0,2.0,9.0,8
2025,52919,MCI,Man City,Man City,England,Inglaterra,27.0,20,0.0,0.0,3.0,4.0,10
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,26.0,22,0.0,0.0,1.0,7.0,8
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,26.0,19,0.0,0.0,2.0,9.0,8
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,26.0,15,1.0,0.0,0.0,2.0,8
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,23.0,12,0.0,0.0,5.0,2.0,10
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,22.0,18,0.0,0.0,4.0,2.0,14
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,16.0,11,0.0,0.0,5.0,6.0,10
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,15.0,17,0.0,0.0,1.0,1.0,8
